Suburb,Price,Date,Dayofweek
Carnegie,580010,8/07/2017,Saturday
Carnegie,1250000,8/07/2017,Saturday
Caulfield South,636500,8/07/2017,Saturday
Chadstone,930000,8/07/2017,Saturday
Clayton,1018000,8/07/2017,Saturday
Coburg,760000,8/07/2017,Saturday
Coburg,876000,8/07/2017,Saturday
Coburg North,867000,8/07/2017,Saturday
Collingwood,365000,8/07/2017,Saturday
Collingwood,1297000,8/07/2017,Saturday
Croydon,865000,8/07/2017,Saturday
Croydon,760000,8/07/2017,Saturday
Croydon,725000,8/07/2017,Saturday
Croydon,480000,8/07/2017,Saturday
Croydon,1120000,8/07/2017,Saturday
Deer Park,557000,8/07/2017,Saturday
Deer Park,650000,8/07/2017,Saturday
Derrimut,750000,8/07/2017,Saturday
Doncaster,1345000,8/07/2017,Saturday
Doncaster,1430000,8/07/2017,Saturday
Doncaster,1663000,8/07/2017,Saturday
Doncaster East,1310000,8/07/2017,Saturday
Doncaster East,1530000,8/07/2017,Saturday
Doncaster East,1390000,8/07/2017,Saturday
Doncaster East,1423000,8/07/2017,Saturday
Donvale,630000,8/07/2017,Saturday
Elwood,435000,8/07/2017,Saturday
Elwood,350000,8/07/2017,Saturday
Essendon,1000000,8/07/2017,Saturday
Essendon,310000,8/07/2017,Saturday
Essendon,1398000,8/07/2017,Saturday
Ferntree Gully,664000,8/07/2017,Saturday
Ferntree Gully,1900000,8/07/2017,Saturday
Fitzroy,790000,8/07/2017,Saturday
Fitzroy,830000,8/07/2017,Saturday
Fitzroy,456000,8/07/2017,Saturday
Flemington,1000000,8/07/2017,Saturday
Footscray,800000,8/07/2017,Saturday
Glen Waverley,1908000,8/07/2017,Saturday
Glen Waverley,1070000,8/07/2017,Saturday
Glenroy,700000,8/07/2017,Saturday
Glenroy,805000,8/07/2017,Saturday
Glenroy,721000,8/07/2017,Saturday
Glenroy,400000,8/07/2017,Saturday
Glenroy,675000,8/07/2017,Saturday
Glenroy,656000,8/07/2017,Saturday
Hadfield,735000,8/07/2017,Saturday
Hadfield,595000,8/07/2017,Saturday
Hadfield,539000,8/07/2017,Saturday
Hampton,580000,8/07/2017,Saturday
Hampton East,771000,8/07/2017,Saturday
Highett,1430000,8/07/2017,Saturday
Highett,1820000,8/07/2017,Saturday
Hillside,660000,8/07/2017,Saturday
Hughesdale,1475000,8/07/2017,Saturday
Keilor,775000,8/07/2017,Saturday
Keilor,635000,8/07/2017,Saturday
Keilor Downs,675000,8/07/2017,Saturday
Keilor Downs,620000,8/07/2017,Saturday
Keilor East,1005000,8/07/2017,Saturday
Keilor East,710000,8/07/2017,Saturday
Keilor Park,700000,8/07/2017,Saturday
Keilor Park,635000,8/07/2017,Saturday
Kensington,438000,8/07/2017,Saturday
Kensington,710000,8/07/2017,Saturday
Kensington,390000,8/07/2017,Saturday
Kilsyth,811000,8/07/2017,Saturday
Maidstone,650000,8/07/2017,Saturday
Maidstone,435000,8/07/2017,Saturday
Maidstone,876000,8/07/2017,Saturday
Malvern,338000,8/07/2017,Saturday
Maribyrnong,1340000,8/07/2017,Saturday
Melbourne,1075000,8/07/2017,Saturday
Mitcham,1095000,8/07/2017,Saturday
Mitcham,480000,8/07/2017,Saturday
Moonee Ponds,1425500,8/07/2017,Saturday
Moonee Ponds,1320000,8/07/2017,Saturday
Moonee Ponds,1270000,8/07/2017,Saturday
Mount Waverley,1150000,8/07/2017,Saturday
Mount Waverley,1375000,8/07/2017,Saturday
Mount Waverley,850000,8/07/2017,Saturday
Mount Waverley,1850000,8/07/2017,Saturday
Mulgrave,1016000,8/07/2017,Saturday
Mulgrave,992000,8/07/2017,Saturday
Murrumbeena,1820000,8/07/2017,Saturday
Murrumbeena,1620000,8/07/2017,Saturday
Newport,1000000,8/07/2017,Saturday
North Melbourne,785000,8/07/2017,Saturday
North Melbourne,620000,8/07/2017,Saturday
Nunawading,1040000,8/07/2017,Saturday
Nunawading,676000,8/07/2017,Saturday
Nunawading,1002000,8/07/2017,Saturday
Nunawading,1175000,8/07/2017,Saturday
Oakleigh,1365000,8/07/2017,Saturday
Oakleigh East,875000,8/07/2017,Saturday
Ormond,327000,8/07/2017,Saturday
Ormond,1900000,8/07/2017,Saturday
Parkville,800000,8/07/2017,Saturday
Pascoe Vale,1210000,8/07/2017,Saturday
Port Melbourne,635000,8/07/2017,Saturday
Prahran,1003000,8/07/2017,Saturday
Preston,820000,8/07/2017,Saturday
Preston,1150000,8/07/2017,Saturday
Reservoir,925000,8/07/2017,Saturday
Reservoir,490000,8/07/2017,Saturday
Reservoir,526250,8/07/2017,Saturday
Reservoir,351000,8/07/2017,Saturday
Reservoir,760000,8/07/2017,Saturday
Reservoir,690000,8/07/2017,Saturday
Richmond,715000,8/07/2017,Saturday
Richmond,630000,8/07/2017,Saturday
Richmond,1200000,8/07/2017,Saturday
Ringwood,1725000,8/07/2017,Saturday
Ringwood,633000,8/07/2017,Saturday
Ringwood East,1090000,8/07/2017,Saturday
Rowville,936000,8/07/2017,Saturday
Rowville,860000,8/07/2017,Saturday
Sandringham,850000,8/07/2017,Saturday
Scoresby,1000000,8/07/2017,Saturday
Seabrook,640000,8/07/2017,Saturday
South Melbourne,1720000,8/07/2017,Saturday
South Yarra,600000,8/07/2017,Saturday
South Yarra,762500,8/07/2017,Saturday
South Yarra,1855500,8/07/2017,Saturday
Spotswood,802000,8/07/2017,Saturday
St Albans,600000,8/07/2017,Saturday
St Albans,631000,8/07/2017,Saturday
St Albans,711100,8/07/2017,Saturday
St Albans,582000,8/07/2017,Saturday
St Albans,730000,8/07/2017,Saturday
St Kilda,468000,8/07/2017,Saturday
St Kilda,470000,8/07/2017,Saturday
Strathmore,1140000,8/07/2017,Saturday
Strathmore,750000,8/07/2017,Saturday
Sunshine,830500,8/07/2017,Saturday
Sunshine North,429000,8/07/2017,Saturday
Sunshine West,551000,8/07/2017,Saturday
Sunshine West,450000,8/07/2017,Saturday
Templestowe,1280000,8/07/2017,Saturday
Templestowe,1635000,8/07/2017,Saturday
Templestowe,795000,8/07/2017,Saturday
Templestowe Lower,1138000,8/07/2017,Saturday
The Basin,477000,8/07/2017,Saturday
Thornbury,415000,8/07/2017,Saturday
Thornbury,905000,8/07/2017,Saturday
Toorak,725000,8/07/2017,Saturday
Toorak,577000,8/07/2017,Saturday
Tullamarine,895000,8/07/2017,Saturday
Tullamarine,586000,8/07/2017,Saturday
Wantirna South,570000,8/07/2017,Saturday
Wantirna South,778000,8/07/2017,Saturday
Wantirna South,1055000,8/07/2017,Saturday
West Melbourne,670000,8/07/2017,Saturday
West Melbourne,510000,8/07/2017,Saturday
Williamstown,1200000,8/07/2017,Saturday
Williamstown,650000,8/07/2017,Saturday
Windsor,410000,8/07/2017,Saturday
Yarraville,1285000,8/07/2017,Saturday
Yarraville,440000,8/07/2017,Saturday
Albanvale,655000,15/07/2017,Saturday
Altona,890000,15/07/2017,Saturday
Altona,935000,15/07/2017,Saturday
Altona,815000,15/07/2017,Saturday
Altona Meadows,440500,15/07/2017,Saturday
Altona North,451500,15/07/2017,Saturday
Ascot Vale,825000,15/07/2017,Saturday
Ascot Vale,425500,15/07/2017,Saturday
Ascot Vale,920000,15/07/2017,Saturday
Ascot Vale,762000,15/07/2017,Saturday
Ascot Vale,1306000,15/07/2017,Saturday
Ascot Vale,566000,15/07/2017,Saturday
Ashwood,1420000,15/07/2017,Saturday
Avondale Heights,934000,15/07/2017,Saturday
Balaclava,585000,15/07/2017,Saturday
Bayswater North,650000,15/07/2017,Saturday
Bayswater North,762000,15/07/2017,Saturday
Bentleigh East,883000,15/07/2017,Saturday
Bentleigh East,1384000,15/07/2017,Saturday
Blackburn,1350000,15/07/2017,Saturday
Blackburn,1070000,15/07/2017,Saturday
Blackburn,1500000,15/07/2017,Saturday
Blackburn,1200000,15/07/2017,Saturday
Blackburn North,1200000,15/07/2017,Saturday
Blackburn North,1100000,15/07/2017,Saturday
Blackburn North,706000,15/07/2017,Saturday
Boronia,785000,15/07/2017,Saturday
Boronia,950000,15/07/2017,Saturday
Brighton,2800000,15/07/2017,Saturday
Brighton,290000,15/07/2017,Saturday
Brooklyn,372100,15/07/2017,Saturday
Brunswick,1350000,15/07/2017,Saturday
Brunswick,1300000,15/07/2017,Saturday
Brunswick,315000,15/07/2017,Saturday
Brunswick East,702500,15/07/2017,Saturday
Brunswick West,275000,15/07/2017,Saturday
Brunswick West,835000,15/07/2017,Saturday
Burwood East,1320000,15/07/2017,Saturday
Carnegie,480000,15/07/2017,Saturday
Carnegie,1840000,15/07/2017,Saturday
Carnegie,430000,15/07/2017,Saturday
Caulfield East,1550000,15/07/2017,Saturday
Caulfield North,361000,15/07/2017,Saturday
Chadstone,960000,15/07/2017,Saturday
Clayton,696000,15/07/2017,Saturday
Clayton,1115000,15/07/2017,Saturday
Clayton,1950000,15/07/2017,Saturday
Coburg,900000,15/07/2017,Saturday
Collingwood,365000,15/07/2017,Saturday
Croydon,662000,15/07/2017,Saturday
Croydon,625500,15/07/2017,Saturday
Deer Park,535000,15/07/2017,Saturday
Delahey,560000,15/07/2017,Saturday
Derrimut,860000,15/07/2017,Saturday
Doncaster East,1735000,15/07/2017,Saturday
Donvale,920000,15/07/2017,Saturday
Donvale,904000,15/07/2017,Saturday
Elsternwick,900000,15/07/2017,Saturday
Essendon,502500,15/07/2017,Saturday
Essendon,1550000,15/07/2017,Saturday
Essendon,420000,15/07/2017,Saturday
Essendon North,785000,15/07/2017,Saturday
Essendon West,1410000,15/07/2017,Saturday
Ferntree Gully,748888,15/07/2017,Saturday
Ferntree Gully,850000,15/07/2017,Saturday
Fitzroy,490000,15/07/2017,Saturday
Fitzroy North,381000,15/07/2017,Saturday
Fitzroy North,650000,15/07/2017,Saturday
Fitzroy North,1502000,15/07/2017,Saturday
Footscray,878000,15/07/2017,Saturday
Footscray,440000,15/07/2017,Saturday
Footscray,395000,15/07/2017,Saturday
Footscray,991000,15/07/2017,Saturday
Forest Hill,945000,15/07/2017,Saturday
Forest Hill,1020000,15/07/2017,Saturday
Forest Hill,1234000,15/07/2017,Saturday
Glen Waverley,960000,15/07/2017,Saturday
Glen Waverley,1116500,15/07/2017,Saturday
Hampton,1660000,15/07/2017,Saturday
Hampton,1960000,15/07/2017,Saturday
Heathmont,525000,15/07/2017,Saturday
Hillside,600000,15/07/2017,Saturday
Keilor,930000,15/07/2017,Saturday
Keilor Downs,705000,15/07/2017,Saturday
Keilor Downs,590000,15/07/2017,Saturday
Keilor East,920000,15/07/2017,Saturday
Keilor East,1100000,15/07/2017,Saturday
Keilor East,840000,15/07/2017,Saturday
Keilor East,860000,15/07/2017,Saturday
Kensington,840000,15/07/2017,Saturday
Kensington,535000,15/07/2017,Saturday
Kingsbury,740000,15/07/2017,Saturday
Knoxfield,1040000,15/07/2017,Saturday
Maidstone,1170000,15/07/2017,Saturday
Maidstone,930000,15/07/2017,Saturday
Maidstone,650000,15/07/2017,Saturday
Maidstone,702000,15/07/2017,Saturday
Malvern,575000,15/07/2017,Saturday
Maribyrnong,675000,15/07/2017,Saturday
Maribyrnong,440000,15/07/2017,Saturday
Melbourne,387000,15/07/2017,Saturday
Mitcham,1045000,15/07/2017,Saturday
Moonee Ponds,951000,15/07/2017,Saturday
Moonee Ponds,1425000,15/07/2017,Saturday
Mount Waverley,1800000,15/07/2017,Saturday
Mount Waverley,1700000,15/07/2017,Saturday
Mount Waverley,2248000,15/07/2017,Saturday
Mount Waverley,1260000,15/07/2017,Saturday
Mulgrave,960000,15/07/2017,Saturday
Murrumbeena,550000,15/07/2017,Saturday
Murrumbeena,956000,15/07/2017,Saturday
Newport,740000,15/07/2017,Saturday
Newport,990000,15/07/2017,Saturday
Niddrie,950000,15/07/2017,Saturday
Niddrie,830000,15/07/2017,Saturday
North Melbourne,541000,15/07/2017,Saturday
Northcote,1307500,15/07/2017,Saturday
Northcote,1100000,15/07/2017,Saturday
Northcote,1050000,15/07/2017,Saturday
Northcote,1800000,15/07/2017,Saturday
Northcote,1550000,15/07/2017,Saturday
Notting Hill,1211000,15/07/2017,Saturday
Oak Park,970000,15/07/2017,Saturday
Oak Park,1453000,15/07/2017,Saturday
Oakleigh,1610000,15/07/2017,Saturday
Oakleigh East,1150000,15/07/2017,Saturday
Pascoe Vale,962000,15/07/2017,Saturday
Pascoe Vale,629000,15/07/2017,Saturday
Pascoe Vale,881000,15/07/2017,Saturday
Prahran,500000,15/07/2017,Saturday
Preston,1060500,15/07/2017,Saturday
Preston,990000,15/07/2017,Saturday
Reservoir,652000,15/07/2017,Saturday
Reservoir,953000,15/07/2017,Saturday
Reservoir,468000,15/07/2017,Saturday
Reservoir,710000,15/07/2017,Saturday
Reservoir,550000,15/07/2017,Saturday
Reservoir,725000,15/07/2017,Saturday
Reservoir,880000,15/07/2017,Saturday
Reservoir,502000,15/07/2017,Saturday
Reservoir,1175000,15/07/2017,Saturday
Richmond,432000,15/07/2017,Saturday
Richmond,800000,15/07/2017,Saturday
Ringwood East,710000,15/07/2017,Saturday
Rowville,735000,15/07/2017,Saturday
Rowville,755000,15/07/2017,Saturday
South Melbourne,2800000,15/07/2017,Saturday
South Yarra,666000,15/07/2017,Saturday
South Yarra,910000,15/07/2017,Saturday
South Yarra,401500,15/07/2017,Saturday
St Albans,610000,15/07/2017,Saturday
St Albans,550000,15/07/2017,Saturday
St Albans,520000,15/07/2017,Saturday
St Kilda,470000,15/07/2017,Saturday
St Kilda,1000000,15/07/2017,Saturday
St Kilda,630000,15/07/2017,Saturday
St Kilda,580000,15/07/2017,Saturday
Sunshine,860000,15/07/2017,Saturday
Sunshine,532000,15/07/2017,Saturday
Sunshine,960000,15/07/2017,Saturday
Sunshine,745500,15/07/2017,Saturday
Sunshine West,630000,15/07/2017,Saturday
Sunshine West,580000,15/07/2017,Saturday
Taylors Lakes,853000,15/07/2017,Saturday
Taylors Lakes,704000,15/07/2017,Saturday
Thornbury,1236000,15/07/2017,Saturday
Thornbury,328000,15/07/2017,Saturday
Toorak,1140000,15/07/2017,Saturday
Travancore,341500,15/07/2017,Saturday
Tullamarine,470000,15/07/2017,Saturday
Vermont,1111500,15/07/2017,Saturday
Wantirna,1214000,15/07/2017,Saturday
Wantirna South,1045000,15/07/2017,Saturday
Wantirna South,622000,15/07/2017,Saturday
Warrandyte,826000,15/07/2017,Saturday
West Footscray,280000,15/07/2017,Saturday
West Footscray,955000,15/07/2017,Saturday
West Footscray,700000,15/07/2017,Saturday
West Melbourne,380000,15/07/2017,Saturday
West Melbourne,1900000,15/07/2017,Saturday
Wheelers Hill,1090000,15/07/2017,Saturday
Williamstown,1920000,15/07/2017,Saturday
Yarraville,982500,15/07/2017,Saturday
Yarraville,1400000,15/07/2017,Saturday
Yarraville,1042000,15/07/2017,Saturday
Yarraville,1230000,15/07/2017,Saturday
Yarraville,1005000,15/07/2017,Saturday
Abbotsford,911000,22/07/2017,Saturday
Abbotsford,1190000,22/07/2017,Saturday
Aberfeldie,2050000,22/07/2017,Saturday
Aberfeldie,1680000,22/07/2017,Saturday
Aberfeldie,280000,22/07/2017,Saturday
Aberfeldie,310000,22/07/2017,Saturday
Aberfeldie,1472000,22/07/2017,Saturday
Airport West,454000,22/07/2017,Saturday
Altona,1005000,22/07/2017,Saturday
Altona,820000,22/07/2017,Saturday
Altona,1360000,22/07/2017,Saturday
Altona,950000,22/07/2017,Saturday
Altona Meadows,620000,22/07/2017,Saturday
Altona North,830000,22/07/2017,Saturday
Altona North,730000,22/07/2017,Saturday
Altona North,805000,22/07/2017,Saturday
Altona North,510000,22/07/2017,Saturday
Ardeer,645000,22/07/2017,Saturday
Armadale,486000,22/07/2017,Saturday
Ascot Vale,855000,22/07/2017,Saturday
Ascot Vale,1035000,22/07/2017,Saturday
Ascot Vale,1310000,22/07/2017,Saturday
Ashwood,1450000,22/07/2017,Saturday
Ashwood,1060000,22/07/2017,Saturday
Avondale Heights,665000,22/07/2017,Saturday
Avondale Heights,750000,22/07/2017,Saturday
Avondale Heights,800000,22/07/2017,Saturday
Beaumaris,1850000,22/07/2017,Saturday
Bentleigh,1640000,22/07/2017,Saturday
Bentleigh,1610000,22/07/2017,Saturday
Bentleigh,410000,22/07/2017,Saturday
Bentleigh,1500000,22/07/2017,Saturday
Bentleigh East,860000,22/07/2017,Saturday
Blackburn,1020000,22/07/2017,Saturday
Blackburn South,874000,22/07/2017,Saturday
Braybrook,560000,22/07/2017,Saturday
Brighton East,620000,22/07/2017,Saturday
Brighton East,1500000,22/07/2017,Saturday
Brunswick,1120000,22/07/2017,Saturday
Brunswick,1110000,22/07/2017,Saturday
Brunswick,1260000,22/07/2017,Saturday
Brunswick,1790000,22/07/2017,Saturday
Brunswick East,390500,22/07/2017,Saturday
Brunswick East,370000,22/07/2017,Saturday
Cairnlea,750000,22/07/2017,Saturday
Carlton,920000,22/07/2017,Saturday
Carlton North,1400000,22/07/2017,Saturday
Carnegie,796000,22/07/2017,Saturday
Carnegie,1630000,22/07/2017,Saturday
Carnegie,1050000,22/07/2017,Saturday
Caulfield North,610000,22/07/2017,Saturday
Chadstone,977500,22/07/2017,Saturday
Cheltenham,1138000,22/07/2017,Saturday
Cheltenham,1050000,22/07/2017,Saturday
Clifton Hill,640000,22/07/2017,Saturday
Coburg,1285000,22/07/2017,Saturday
Coburg,890000,22/07/2017,Saturday
Collingwood,1080000,22/07/2017,Saturday
Croydon,1005000,22/07/2017,Saturday
Deer Park,572000,22/07/2017,Saturday
Delahey,505000,22/07/2017,Saturday
Delahey,550000,22/07/2017,Saturday
Doncaster,1530000,22/07/2017,Saturday
Doncaster East,816000,22/07/2017,Saturday
Doncaster East,1385000,22/07/2017,Saturday
Donvale,900000,22/07/2017,Saturday
East Melbourne,895000,22/07/2017,Saturday
Elsternwick,1975000,22/07/2017,Saturday
Elsternwick,1200000,22/07/2017,Saturday
Elwood,635000,22/07/2017,Saturday
Elwood,630000,22/07/2017,Saturday
Elwood,730000,22/07/2017,Saturday
Essendon,1620000,22/07/2017,Saturday
Essendon,326000,22/07/2017,Saturday
Essendon North,1535000,22/07/2017,Saturday
Ferntree Gully,740000,22/07/2017,Saturday
Flemington,505000,22/07/2017,Saturday
Footscray,430000,22/07/2017,Saturday
Footscray,900000,22/07/2017,Saturday
Footscray,1000000,22/07/2017,Saturday
Footscray,891000,22/07/2017,Saturday
Forest Hill,742000,22/07/2017,Saturday
Forest Hill,1011000,22/07/2017,Saturday
Glen Waverley,656000,22/07/2017,Saturday
Glen Waverley,730000,22/07/2017,Saturday
Glen Waverley,1182000,22/07/2017,Saturday
Glen Waverley,1500000,22/07/2017,Saturday
Glen Waverley,1800000,22/07/2017,Saturday
Glen Waverley,1832000,22/07/2017,Saturday
Glen Waverley,1000000,22/07/2017,Saturday
Glenroy,493000,22/07/2017,Saturday
Glenroy,940000,22/07/2017,Saturday
Glenroy,435000,22/07/2017,Saturday
Hadfield,741000,22/07/2017,Saturday
Hadfield,550000,22/07/2017,Saturday
Hampton,1930000,22/07/2017,Saturday
Hampton,1405000,22/07/2017,Saturday
Heathmont,1270500,22/07/2017,Saturday
Heathmont,751000,22/07/2017,Saturday
Highett,1460000,22/07/2017,Saturday
Highett,1535000,22/07/2017,Saturday
Hillside,700000,22/07/2017,Saturday
Hughesdale,472000,22/07/2017,Saturday
Kealba,590000,22/07/2017,Saturday
Keilor East,918000,22/07/2017,Saturday
Keilor East,777000,22/07/2017,Saturday
Keilor East,880000,22/07/2017,Saturday
Kings Park,565000,22/07/2017,Saturday
Maidstone,681000,22/07/2017,Saturday
Maidstone,1005000,22/07/2017,Saturday
Maidstone,468000,22/07/2017,Saturday
Maidstone,650000,22/07/2017,Saturday
Malvern East,1638000,22/07/2017,Saturday
Maribyrnong,640000,22/07/2017,Saturday
Maribyrnong,410000,22/07/2017,Saturday
Mitcham,1101000,22/07/2017,Saturday
Mitcham,926000,22/07/2017,Saturday
Moonee Ponds,362000,22/07/2017,Saturday
Mount Waverley,1267000,22/07/2017,Saturday
Mount Waverley,611000,22/07/2017,Saturday
Mount Waverley,1750000,22/07/2017,Saturday
Mulgrave,755000,22/07/2017,Saturday
Mulgrave,862000,22/07/2017,Saturday
Mulgrave,815500,22/07/2017,Saturday
Newport,1100000,22/07/2017,Saturday
Niddrie,1130000,22/07/2017,Saturday
Niddrie,1006000,22/07/2017,Saturday
North Melbourne,465000,22/07/2017,Saturday
Northcote,1290000,22/07/2017,Saturday
Northcote,1335000,22/07/2017,Saturday
Northcote,352500,22/07/2017,Saturday
Northcote,1875000,22/07/2017,Saturday
Pascoe Vale,541000,22/07/2017,Saturday
Pascoe Vale,510000,22/07/2017,Saturday
Pascoe Vale,550000,22/07/2017,Saturday
Pascoe Vale,580000,22/07/2017,Saturday
Pascoe Vale,706000,22/07/2017,Saturday
Port Melbourne,559000,22/07/2017,Saturday
Prahran,570000,22/07/2017,Saturday
Preston,250000,22/07/2017,Saturday
Preston,392000,22/07/2017,Saturday
Preston,505000,22/07/2017,Saturday
Preston,980000,22/07/2017,Saturday
Reservoir,495000,22/07/2017,Saturday
Reservoir,320000,22/07/2017,Saturday
Reservoir,617500,22/07/2017,Saturday
Reservoir,1282500,22/07/2017,Saturday
Reservoir,760500,22/07/2017,Saturday
Richmond,419000,22/07/2017,Saturday
Richmond,1590000,22/07/2017,Saturday
Richmond,592000,22/07/2017,Saturday
Richmond,1667500,22/07/2017,Saturday
Richmond,685000,22/07/2017,Saturday
Ringwood,882500,22/07/2017,Saturday
Ringwood,910000,22/07/2017,Saturday
Ringwood East,777000,22/07/2017,Saturday
Sandringham,1651000,22/07/2017,Saturday
Sandringham,770000,22/07/2017,Saturday
Scoresby,1040000,22/07/2017,Saturday
Scoresby,1120000,22/07/2017,Saturday
Seddon,886000,22/07/2017,Saturday
South Yarra,747500,22/07/2017,Saturday
South Yarra,420000,22/07/2017,Saturday
