Suburb,Address,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance
Ascot Vale,33 Fenton St,4,h,1750000,SP,17/06/2017,4.3,3032,4,2,1,360,249,1910,Moonee Valley City Council,-37.77459,144.92993,Western Metropolitan,6567,111,4861.111111,7028.11245,437500,406976.7442
Ascot Vale,11 Milton St,4,h,1400000,SP,17/06/2017,4.3,3032,4,1,3,165,,1910,Moonee Valley City Council,-37.77352,144.92188,Western Metropolitan,6567,111,8484.848485, ,350000,325581.3953
Ascot Vale,54 The Parade,3,h,1230000,S,17/06/2017,4.3,3032,3,1,1,504,,,Moonee Valley City Council,-37.77279,144.91732,Western Metropolitan,6567, ,2440.47619, ,410000,286046.5116
Ashwood,47 Ashwood Dr,4,h,1680000,S,17/06/2017,10.2,3147,4,3,3,726,194,1958,Monash City Council,-37.85842,145.10288,Southern Metropolitan,2894,63,2314.049587,8659.793814,420000,164705.8824
Ashwood,2 Julie Ct,3,h,1650000,SP,17/06/2017,10.2,3147,3,1,2,964,,,Monash City Council,-37.86572,145.09763,Southern Metropolitan,2894, ,1711.618257, ,550000,161764.7059
Ashwood,2/7 Murra Ct,3,h,860000,S,17/06/2017,10.2,3147,3,2,2,280,115,1990,Monash City Council,-37.87105,145.10198,Southern Metropolitan,2894,31,3071.428571,7478.26087,286666.6667,84313.72549
Avondale Heights,44 Alexander St,2,h,1085000,S,17/06/2017,9.5,3034,2,1,3,780,,,Moonee Valley City Council,-37.76654,144.86469,Western Metropolitan,4502, ,1391.025641, ,542500,114210.5263
Avondale Heights,24 Doyle St,3,h,750000,SP,17/06/2017,9.5,3034,3,1,1,585,30,1965,Moonee Valley City Council,-37.75986,144.85886,Western Metropolitan,4502,56,1282.051282,25000,250000,78947.36842
Bayswater,1/20 Church St,2,u,520000,S,17/06/2017,23.2,3153,2,1,1,418,76,1970,Knox City Council,-37.83777,145.26345,Eastern Metropolitan,5030,51,1244.019139,6842.105263,260000,22413.7931
Bayswater,95 Orange Gr,4,h,925000,SP,17/06/2017,23.2,3153,4,1,10,993,128,1966,Knox City Council,-37.84688,145.25632,Eastern Metropolitan,5030,55,931.5206445,7226.5625,231250,39870.68966
Bayswater North,12 Baker Rd,3,h,616000,S,17/06/2017,23.2,3153,3,2,0,586,115,1999,Maroondah City Council,-37.82273,145.27323,Eastern Metropolitan,3598,22,1051.194539,5356.521739,205333.3333,26551.72414
Bentleigh,14 Beths St,4,h,2700000,VB,17/06/2017,11.4,3204,4,4,2,673,156,1935,Glen Eira City Council,-37.91888,145.04775,Southern Metropolitan,6795,86,4011.887073,17307.69231,675000,236842.1053
Bentleigh,29 Mavho St,3,h,1116000,S,17/06/2017,11.4,3204,3,1,2,278,,1930,Glen Eira City Council,-37.91928,145.03381,Southern Metropolitan,6795,91,4014.388489, ,372000,97894.73684
Bentleigh,12 Pleasance St,3,h,1573000,SP,17/06/2017,11.4,3204,3,1,2,670,,,Glen Eira City Council,-37.91855,145.02628,Southern Metropolitan,6795, ,2347.761194, ,524333.3333,137982.4561
Bentleigh East,24 Hill St,3,h,1316000,S,17/06/2017,13.8,3165,3,1,1,636,,1958,Glen Eira City Council,-37.92463,145.06051,Southern Metropolitan,10969,63,2069.18239, ,438666.6667,95362.31884
Bentleigh East,14 John St,3,h,1617000,S,17/06/2017,13.8,3165,3,1,2,650,,,Glen Eira City Council,-37.91905,145.05597,Southern Metropolitan,10969, ,2487.692308, ,539000,117173.913
Bentleigh East,5D MacKie Rd,3,t,950000,PI,17/06/2017,13.8,3165,3,2,2,163,,,Glen Eira City Council,-37.9217,145.0733,Southern Metropolitan,10969, ,5828.220859, ,316666.6667,68840.57971
Bentleigh East,26 May St,3,h,1525000,PI,17/06/2017,13.8,3165,3,1,3,581,128,1940,Glen Eira City Council,-37.9178,145.05414,Southern Metropolitan,10969,81,2624.784854,11914.0625,508333.3333,110507.2464
Bentleigh East,52 Paloma St,4,h,1330000,PI,17/06/2017,13.8,3165,4,2,2,566,191,1950,Glen Eira City Council,-37.91503,145.07997,Southern Metropolitan,10969,71,2349.823322,6963.350785,332500,96376.81159
Bentleigh East,2/71 Tudor St,3,t,850000,PI,17/06/2017,13.8,3165,3,2,1,200,,,Glen Eira City Council,-37.91847,145.08101,Southern Metropolitan,10969, ,4250, ,283333.3333,61594.2029
Bentleigh East,14 York St,3,h,1228000,S,17/06/2017,13.8,3165,3,1,2,623,,,Glen Eira City Council,-37.91943,145.06801,Southern Metropolitan,10969, ,1971.107544, ,409333.3333,88985.50725
Black Rock,6/56 Red Bluff St,2,u,879000,S,17/06/2017,17.3,3193,2,1,1,0,88,1970,Bayside City Council,-37.96341,145.01735,Southern Metropolitan,2866,51, ,9988.636364,439500,50809.24855
Blackburn,75 Canterbury Rd,3,h,1112000,S,17/06/2017,13.4,3130,3,1,3,632,,,Whitehorse City Council,-37.83107,145.14343,Eastern Metropolitan,5713, ,1759.493671, ,370666.6667,82985.07463
Blackburn,32 Pope Rd,2,h,1425000,S,17/06/2017,13.4,3130,2,1,1,597,,,Whitehorse City Council,-37.81561,145.15365,Eastern Metropolitan,5713, ,2386.934673, ,712500,106343.2836
Blackburn North,6 Conrad Ct,3,h,1001000,S,17/06/2017,13.4,3130,3,1,1,671,,,Whitehorse City Council,-37.802,145.15828,Eastern Metropolitan,2867, ,1491.803279, ,333666.6667,74701.49254
Blackburn North,1 Diana Dr,4,h,1280000,SP,17/06/2017,13.4,3130,4,2,1,797,164,1960,Whitehorse City Council,-37.80755,145.1638,Eastern Metropolitan,2867,61,1606.022585,7804.878049,320000,95522.38806
Blackburn South,4 Barker St,3,h,1300000,VB,17/06/2017,13.4,3130,3,1,1,734,,,Whitehorse City Council,-37.83576,145.13634,Eastern Metropolitan,4387, ,1771.117166, ,433333.3333,97014.92537
Blackburn South,2/1 Darook St,2,u,725000,PI,17/06/2017,13.4,3130,2,2,2,311,,,Whitehorse City Council,-37.83459,145.15721,Eastern Metropolitan,4387, ,2331.189711, ,362500,54104.47761
Brighton,2/14 Brickwood St,2,u,855000,PI,17/06/2017,10.5,3186,2,1,1,106,,,Bayside City Council,-37.89571,144.99796,Southern Metropolitan,10579, ,8066.037736, ,427500,81428.57143
Brighton,5A Hall St,3,h,2020000,S,17/06/2017,10.5,3186,3,2,2,369,,,Bayside City Council,-37.91728,145.00206,Southern Metropolitan,10579, ,5474.254743, ,673333.3333,192380.9524
Brighton,2/58 North Rd,3,u,1410000,S,17/06/2017,10.5,3186,3,2,2,257,,,Bayside City Council,-37.89886,144.99462,Southern Metropolitan,10579, ,5486.381323, ,470000,134285.7143
Brighton East,17 Florence St,4,h,2100000,SP,17/06/2017,10.3,3187,4,3,2,608,306.19,2000,Bayside City Council,-37.91777,145.01798,Southern Metropolitan,6938,21,3453.947368,6858.486561,525000,203883.4951
Brighton East,5A Hornby St,2,h,1410000,S,17/06/2017,10.3,3187,2,1,2,708,,,Bayside City Council,-37.91488,145.01868,Southern Metropolitan,6938, ,1991.525424, ,705000,136893.2039
Brighton East,35 Studley Rd,4,t,1620000,PI,17/06/2017,10.3,3187,4,2,2,326,515.78,,Bayside City Council,-37.92875,145.0248,Southern Metropolitan,6938, ,4969.325153,3140.874016,405000,157281.5534
Brunswick,6/116 Albert St,2,u,510000,SP,17/06/2017,5.2,3056,2,1,0,0,64,2009,Moreland City Council,-37.77002,144.97154,Northern Metropolitan,11918,12, ,7968.75,255000,98076.92308
Brunswick,176 Barkly St,3,h,1925000,SP,17/06/2017,5.2,3056,3,1,4,479,182,1925,Moreland City Council,-37.77694,144.96669,Northern Metropolitan,11918,96,4018.789144,10576.92308,641666.6667,370192.3077
Brunswick,73 Mitchell St,2,h,890000,VB,17/06/2017,5.2,3056,2,1,0,138,78,1910,Moreland City Council,-37.75908,144.96969,Northern Metropolitan,11918,111,6449.275362,11410.25641,445000,171153.8462
Brunswick,135 Victoria St,4,h,1500000,S,17/06/2017,5.2,3056,4,1,1,318,100,1908,Moreland City Council,-37.76792,144.97141,Northern Metropolitan,11918,113,4716.981132,15000,375000,288461.5385
Brunswick,31 Wilkinson St,3,h,950000,PI,17/06/2017,5.2,3056,3,1,0,230,,,Moreland City Council,-37.76811,144.96017,Northern Metropolitan,11918, ,4130.434783, ,316666.6667,182692.3077
Brunswick West,5/456 Albion St,1,u,312000,S,17/06/2017,5.2,3055,1,1,1,406,40,1970,Moreland City Council,-37.75847,144.94226,Northern Metropolitan,7082,51,768.4729064,7800,312000,60000
Brunswick West,59 Daly St,3,h,1010000,PI,17/06/2017,5.2,3055,3,2,4,413,126,1910,Moreland City Council,-37.76545,144.94442,Northern Metropolitan,7082,111,2445.520581,8015.873016,336666.6667,194230.7692
Brunswick West,7/19 Waxman Pde,3,u,763000,S,17/06/2017,5.2,3055,3,1,1,138,,1970,Moreland City Council,-37.75904,144.93388,Northern Metropolitan,7082,51,5528.985507, ,254333.3333,146730.7692
Bulleen,17 Estelle St,3,h,1100000,S,17/06/2017,10.8,3105,3,1,1,711,,,Manningham City Council,-37.77918,145.09049,Eastern Metropolitan,4480, ,1547.116737, ,366666.6667,101851.8519
Burnley,2/50 Gibdon St,3,h,1100000,VB,17/06/2017,2.4,3121,3,2,2,1212,,2010,Yarra City Council,-37.82982,145.01038,Northern Metropolitan,438,11,907.5907591, ,366666.6667,458333.3333
Burwood,7 Carmody St,3,t,918000,S,17/06/2017,10.4,3125,3,2,1,207,144,2012,Monash City Council,-37.85682,145.10873,Southern Metropolitan,5678,9,4434.782609,6375,306000,88269.23077
Burwood East,14 Holbeach St,5,h,1523500,S,17/06/2017,14.7,3151,5,2,2,577,,,Whitehorse City Council,-37.85919,145.15852,Eastern Metropolitan,4048, ,2640.381282, ,304700,103639.4558
Burwood East,30 Newhaven Rd,3,h,968000,S,17/06/2017,14.7,3151,3,1,1,612,,,Whitehorse City Council,-37.85586,145.15827,Eastern Metropolitan,4048, ,1581.699346, ,322666.6667,65850.34014
Burwood East,11 Tarwarri Pl,4,h,1580000,S,17/06/2017,14.7,3151,4,2,2,724,,,Whitehorse City Council,-37.85646,145.14311,Eastern Metropolitan,4048, ,2182.320442, ,395000,107482.9932
Carlton North,903 Rathdowne St,3,h,1840000,PI,17/06/2017,3.5,3054,3,1,1,311,,,Melbourne City Council,-37.78305,144.97268,Northern Metropolitan,3106, ,5916.398714, ,613333.3333,525714.2857
Carnegie,275A Koornang Rd,2,h,920000,S,17/06/2017,10.1,3163,2,1,1,431,,,Glen Eira City Council,-37.89785,145.05524,Southern Metropolitan,7822, ,2134.570766, ,460000,91089.10891
Carnegie,14 Morgan St,3,h,1550000,VB,17/06/2017,10.1,3163,3,2,2,557,200,1930,Glen Eira City Council,-37.89584,145.04741,Southern Metropolitan,7822,91,2782.764811,7750,516666.6667,153465.3465
Caulfield South,3/468 Kooyong Rd,1,u,295000,SP,17/06/2017,8.7,3162,1,1,1,811,,,Glen Eira City Council,-37.89614,145.01323,Southern Metropolitan,5051, ,363.7484587, ,295000,33908.04598
Caulfield South,2/203 North Rd,3,t,1237000,S,17/06/2017,8.7,3162,3,2,2,0,135,1990,Glen Eira City Council,-37.90034,145.01283,Southern Metropolitan,5051,31, ,9162.962963,412333.3333,142183.908
Chadstone,38 Jacana St,3,h,740000,PI,17/06/2017,11.7,3148,3,1,1,280,,2000,Monash City Council,-37.88486,145.10203,Southern Metropolitan,3582,21,2642.857143, ,246666.6667,63247.86325
Cheltenham,23 Alden Ct,4,h,1120000,S,17/06/2017,17.9,3192,4,2,2,806,,,Bayside City Council,-37.97245,145.07566,Southern Metropolitan,9758, ,1389.578164, ,280000,62569.8324
Cheltenham,88 Bernard St,3,h,1051000,PI,17/06/2017,17.9,3192,3,1,3,590,,,Bayside City Council,-37.95416,145.06781,Southern Metropolitan,9758, ,1781.355932, ,350333.3333,58715.0838
Cheltenham,2/18 Gillman St,2,u,760000,PI,17/06/2017,17.9,3192,,,,,,,Bayside City Council,-37.97257,145.05681,Southern Metropolitan,9758, , , ,#DIV/0!,42458.10056
Cheltenham,28 Regent Pde,3,h,1170000,S,17/06/2017,17.9,3192,3,1,2,627,,,Bayside City Council,-37.95668,145.06458,Southern Metropolitan,9758, ,1866.028708, ,390000,65363.12849
Cheltenham,2A Walker Gr,3,t,861000,S,17/06/2017,17.9,3192,3,2,2,305,130,2000,Bayside City Council,-37.96836,145.06452,Southern Metropolitan,9758,21,2822.95082,6623.076923,287000,48100.55866
Cheltenham,20/310 Warrigal Rd,2,u,535000,S,17/06/2017,17.9,3192,2,1,2,215,,1980,Bayside City Council,-37.96597,145.07535,Southern Metropolitan,9758,41,2488.372093, ,267500,29888.26816
Clayton,22 Evelyn St,6,h,1361000,S,17/06/2017,16.7,3168,6,3,4,726,,,Monash City Council,-37.91945,145.1315,South-Eastern Metropolitan,5837, ,1874.655647, ,226833.3333,81497.00599
Clayton,25 Panorama St,3,h,1462000,S,17/06/2017,16.7,3168,3,1,1,816,130,1965,Monash City Council,-37.92027,145.12937,South-Eastern Metropolitan,5837,56,1791.666667,11246.15385,487333.3333,87544.91018
Coburg,13/23 Baxter St,2,u,421200,SP,17/06/2017,6.7,3058,2,1,1,,,,Darebin City Council,-37.74631,144.96347,Northern Metropolitan,11204, , , ,210600,62865.67164
Coburg,18 Loch St,3,h,1100000,S,17/06/2017,6.7,3058,3,1,0,532,,,Darebin City Council,-37.74751,144.96206,Northern Metropolitan,11204, ,2067.669173, ,366666.6667,164179.1045
Croydon,14 Alfrick Rd,3,h,567000,S,17/06/2017,23,3136,3,1,1,420,,,Maroondah City Council,-37.80106,145.28741,Eastern Metropolitan,11925, ,1350, ,189000,24652.17391
Croydon,55 Binbrook Dr,3,h,862000,S,17/06/2017,23,3136,3,2,1,864,,,Maroondah City Council,-37.78481,145.26504,Eastern Metropolitan,11925, ,997.6851852, ,287333.3333,37478.26087
Croydon North,10 Malcolm Rd,4,h,820000,S,17/06/2017,23,3136,4,2,2,841,196,2016,Maroondah City Council,-37.76917,145.29265,Eastern Metropolitan,2985,5,975.0297265,4183.673469,205000,35652.17391
Croydon North,2/36 Mulawa St,6,h,1350000,PI,17/06/2017,23,3136,6,4,4,4413,,,Maroondah City Council,-37.777,145.28113,Eastern Metropolitan,2985, ,305.914344, ,225000,58695.65217
Croydon North,17 The Dell,4,h,859000,S,17/06/2017,23,3136,4,2,3,660,,,Maroondah City Council,-37.76436,145.2804,Eastern Metropolitan,2985, ,1301.515152, ,214750,37347.82609
Doncaster,109A Ayr St,4,t,1202000,S,17/06/2017,12.4,3108,4,3,0,403,,,Manningham City Council,-37.77744,145.10416,Eastern Metropolitan,9028, ,2982.630273, ,300500,96935.48387
Doncaster,3 Hampshire Rd,4,h,1120000,PI,17/06/2017,12.4,3108,4,2,2,280,200,2008,Manningham City Council,-37.79423,145.13696,Eastern Metropolitan,9028,13,4000,5600,280000,90322.58065
Doncaster,1/5 Harrow Ct,4,u,885000,S,17/06/2017,12.4,3108,4,2,2,493,,,Manningham City Council,-37.78457,145.10453,Eastern Metropolitan,9028, ,1795.131846, ,221250,71370.96774
Doncaster East,30 Barton St,5,t,1500000,SP,17/06/2017,14.3,3109,5,3,2,365,,,Manningham City Council,-37.77821,145.1569,Eastern Metropolitan,10999, ,4109.589041, ,300000,104895.1049
Doncaster East,25 Canopus Dr,4,h,1504000,S,17/06/2017,14.3,3109,4,2,2,661,,,Manningham City Council,-37.77956,145.16645,Eastern Metropolitan,10999, ,2275.340393, ,376000,105174.8252
Doncaster East,2/1099 Doncaster Rd,3,u,850000,S,17/06/2017,14.3,3109,3,2,1,236,145,1980,Manningham City Council,-37.78963,145.16973,Eastern Metropolitan,10999,41,3601.694915,5862.068966,283333.3333,59440.55944
Doncaster East,12 Silvana Ct,4,h,1241000,S,17/06/2017,14.3,3109,4,2,2,886,,1980,Manningham City Council,-37.75572,145.17625,Eastern Metropolitan,10999,41,1400.677201, ,310250,86783.21678
Doncaster East,5 Thea Gr,4,h,1125000,PI,17/06/2017,14.3,3109,4,3,2,284,180,2006,Manningham City Council,-37.79773,145.15141,Eastern Metropolitan,10999,15,3961.267606,6250,281250,78671.32867
East Melbourne,109 Simpson St,3,h,1875000,PI,17/06/2017,1.3,3002,3,1,0,118,177,1890,Melbourne City Council,-37.81351,144.98804,Northern Metropolitan,3040,131,15889.83051,10593.22034,625000,1442307.692
East Melbourne,7 Webb La,2,t,1350000,S,17/06/2017,1.3,3002,2,2,1,87,115,2005,Melbourne City Council,-37.81803,144.9892,Northern Metropolitan,3040,16,15517.24138,11739.13043,675000,1038461.538
Elsternwick,1 Baxter St,3,h,1460000,SP,17/06/2017,7.2,3185,3,1,0,377,133,1915,Glen Eira City Council,-37.88783,145.01324,Southern Metropolitan,4898,106,3872.679045,10977.44361,486666.6667,202777.7778
Elsternwick,12/539 Glen Huntly Rd,2,u,550000,S,17/06/2017,7.2,3185,2,1,1,1172,69,1970,Glen Eira City Council,-37.88533,145.01049,Southern Metropolitan,4898,51,469.2832765,7971.014493,275000,76388.88889
Elwood,1/173 Glen Huntly Rd,2,u,810000,S,17/06/2017,7.2,3184,2,1,1,0,87,1935,Port Phillip City Council,-37.8835,144.99549,Southern Metropolitan,8989,86, ,9310.344828,405000,112500
Elwood,16 Poets Gr,2,h,1255000,PI,17/06/2017,7.2,3184,2,1,1,226,,,Port Phillip City Council,-37.88132,144.99013,Southern Metropolitan,8989, ,5553.097345, ,627500,174305.5556
Elwood,3/11 Scott St,2,u,550000,VB,17/06/2017,7.2,3184,2,1,1,605,,1970,Port Phillip City Council,-37.87987,144.99252,Southern Metropolitan,8989,51,909.0909091, ,275000,76388.88889
Elwood,16/30 Shelley St,2,u,543000,S,17/06/2017,7.2,3184,2,1,1,0,74,1960,Port Phillip City Council,-37.88042,144.9818,Southern Metropolitan,8989,61, ,7337.837838,271500,75416.66667
Elwood,22C Tennyson St,4,t,1950000,VB,17/06/2017,7.2,3184,4,3,2,142,,2013,Port Phillip City Council,-37.87156,144.98605,Southern Metropolitan,8989,8,13732.39437, ,487500,270833.3333
Essendon,1/18 Balmoral St,2,u,580000,S,17/06/2017,7.5,3040,2,1,1,921,84,1970,Moonee Valley City Council,-37.74904,144.90668,Western Metropolitan,9264,51,629.7502714,6904.761905,290000,77333.33333
Essendon,1/96 Cooper St,4,t,970000,S,17/06/2017,7.5,3040,4,2,2,0,142,2003,Moonee Valley City Council,-37.74541,144.89844,Western Metropolitan,9264,18, ,6830.985915,242500,129333.3333
Essendon,16 Glass St,3,h,1100000,VB,17/06/2017,7.5,3040,3,3,2,255,,2007,Moonee Valley City Council,-37.7468,144.92033,Western Metropolitan,9264,14,4313.72549, ,366666.6667,146666.6667
Essendon,2/31 Leslie Rd,2,u,485000,S,17/06/2017,7.5,3040,2,1,1,1856,,,Moonee Valley City Council,-37.76,144.91439,Western Metropolitan,9264, ,261.3146552, ,242500,64666.66667
Essendon,37 McPhail St,2,h,1195000,S,17/06/2017,7.5,3040,2,1,1,337,122,1940,Moonee Valley City Council,-37.7545,144.91194,Western Metropolitan,9264,81,3545.994065,9795.081967,597500,159333.3333
Essendon,11 Waverley St,4,h,1155000,PI,17/06/2017,7.5,3040,4,1,3,616,170,1900,Moonee Valley City Council,-37.75728,144.90723,Western Metropolitan,9264,121,1875,6794.117647,288750,154000
Essendon North,2/9 Grace St,3,t,800000,PI,17/06/2017,8.2,3041,3,2,1,161,149,2012,Moonee Valley City Council,-37.73566,144.89368,Western Metropolitan,1308,9,4968.944099,5369.127517,266666.6667,97560.97561
Essendon North,3/26 Renown St,2,h,685000,SP,17/06/2017,8.2,3041,2,1,1,173,,2009,Moonee Valley City Council,-37.73746,144.90079,Western Metropolitan,1308,12,3959.537572, ,342500,83536.58537
Fairfield,1/22 Rathmines St,2,u,667000,S,17/06/2017,5.7,3078,2,1,1,86,,,Darebin City Council,-37.78203,145.01508,Northern Metropolitan,2970, ,7755.813953, ,333500,117017.5439
Ferntree Gully,50 Carlisle Rd,5,h,1100000,S,17/06/2017,24.8,3156,5,3,2,836,789,2001,Knox City Council,-37.8801,145.26011,Eastern Metropolitan,10788,20,1315.789474,1394.169835,220000,44354.83871
Fitzroy,15 Argyle St,3,h,1394000,S,17/06/2017,2.1,3065,3,2,1,60,200,1950,Yarra City Council,-37.79714,144.97596,Northern Metropolitan,5825,71,23233.33333,6970,464666.6667,663809.5238
Fitzroy North,41 Miller St,3,h,1600000,VB,17/06/2017,3.6,3068,3,2,0,251,180,,Moreland City Council,-37.77626,144.98035,Northern Metropolitan,6244, ,6374.501992,8888.888889,533333.3333,444444.4444
Fitzroy North,35/86 Queens Pde,2,u,620000,VB,17/06/2017,3.6,3068,2,1,2,0,,,Moreland City Council,-37.79178,144.98239,Northern Metropolitan,6244, , , ,310000,172222.2222
Fitzroy North,371 Rae St,2,h,1270000,S,17/06/2017,3.6,3068,2,1,0,183,,1890,Moreland City Council,-37.78353,144.97991,Northern Metropolitan,6244,131,6939.89071, ,635000,352777.7778
Footscray,9/3 Gordon St,1,u,240000,SA,17/06/2017,5.1,3011,1,1,1,1015,46,1970,Maribyrnong City Council,-37.78778,144.89037,Western Metropolitan,7570,51,236.453202,5217.391304,240000,47058.82353
Footscray,18/55 Moreland St,3,u,855000,S,17/06/2017,5.1,3011,3,2,2,0,,,Maribyrnong City Council,-37.80443,144.90642,Western Metropolitan,7570, , , ,285000,167647.0588
Footscray,5/232 Nicholson St,1,u,310000,PI,17/06/2017,5.1,3011,1,1,0,0,53,1888,Maribyrnong City Council,-37.80376,144.89862,Western Metropolitan,7570,133, ,5849.056604,310000,60784.31373
Footscray,36 Southampton St,2,h,910000,S,17/06/2017,5.1,3011,2,1,0,312,,,Maribyrnong City Council,-37.79592,144.88595,Western Metropolitan,7570, ,2916.666667, ,455000,178431.3725
Forest Hill,47 Glebe St,3,h,1177000,S,17/06/2017,15.4,3131,3,2,2,561,,,Whitehorse City Council,-37.83771,145.16416,Eastern Metropolitan,4385, ,2098.039216, ,392333.3333,76428.57143
Forest Hill,31 Norma Rd,3,h,1131000,S,17/06/2017,15.4,3131,3,1,2,697,,,Whitehorse City Council,-37.84188,145.16982,Eastern Metropolitan,4385, ,1622.66858, ,377000,73441.55844
Glen Waverley,53 Campbell St,3,h,3056000,PI,17/06/2017,16.7,3150,4,2,2,1590,292,1992,Monash City Council,-37.86957,145.17544,Eastern Metropolitan,15321,29,1922.012579,10465.75342,764000,182994.012
Glen Waverley,24 Florence St,3,h,1900000,PI,17/06/2017,16.7,3150,3,1,0,738,,,Monash City Council,-37.88351,145.15714,Eastern Metropolitan,15321, ,2574.525745, ,633333.3333,113772.4551
Glen Waverley,7 Kinnoull Gr,5,h,2650000,PI,17/06/2017,16.7,3150,6,3,2,662,119,1960,Monash City Council,-37.87853,145.15542,Eastern Metropolitan,15321,61,4003.021148,22268.90756,441666.6667,158682.6347
Glen Waverley,10/18 Tulloch Gr,3,t,655000,S,17/06/2017,16.7,3150,3,2,2,0,133,2002,Monash City Council,-37.89873,145.15072,Eastern Metropolitan,15321,19, ,4924.81203,218333.3333,39221.55689
Glen Waverley,4 Turner Ct,3,h,1550000,S,17/06/2017,16.7,3150,3,2,2,648,181,1980,Monash City Council,-37.88255,145.14727,Eastern Metropolitan,15321,41,2391.975309,8563.535912,516666.6667,92814.37126
Glen Waverley,20 Walter St,4,h,1715000,S,17/06/2017,16.7,3150,4,1,2,758,,,Monash City Council,-37.86924,145.16471,Eastern Metropolitan,15321, ,2262.532982, ,428750,102694.6108
